CustomerID,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone,PasswordHash,PasswordSalt,rowguid,ModifiedDate
698,False,Mr.,Andy,,Carothers,,Western Bike Supplies,adventure-works\shu0,andy1@adventure-works.com,944-555-0148,Q0MU0NsjDAbnQSqMBkP9Sm4G43DKXcirOnAKlzYSYnI=,DZ8e0Xk=,6BC4FF5A-0696-4C2A-88F9-08D1DBA91B74,2006-07-01 00:00:00.000
29486,False,Ms.,Kim,,Abercrombie,,Riders Company,adventure-works\jillian0,kim2@adventure-works.com,334-555-0137,4I8349R6c33cK+j1ef3dZt0JHOQ9MV7OvEXpCbwhQrQ=,rrgbG/U=,2A5ABA2E-8DB0-4856-A773-21D185F1679E,2009-05-16 16:33:33.077
29492,False,Mr.,Jay,,Adams,,Valley Bicycle Specialists,adventure-works\jillian0,jay1@adventure-works.com,158-555-0142,jCFDuqUMHmknfadTRSkMvN0IDObtE/GslvN9q2Wa5xU=,117fxZM=,7A2EB695-B6B9-48D4-BAD2-BD33E8CE8CA1,2009-05-16 16:33:33.123
29497,False,Mr.,François,,Ferrier,,Great Bikes ,adventure-works\david8,françois1@adventure-works.com,571-555-0128,Li26cq1s3a+0YJcgjemlepj98r5eUwJlyHGmDJnSCWI=,NVfuzjo=,EEEF3C65-08F9-49C6-AE12-A2FCDEDACAF5,2005-07-01 00:00:00.000
29505,False,Ms.,Michelle,,Alexander,,Imported and Domestic Cycles,adventure-works\linda3,michelle0@adventure-works.com,115-555-0175,bA9fPVXpV/0NMRuGiY+zju3+/lcB2r9uBk68dG22Ddk=,M5BkDDQ=,E8AB6307-CD3C-4C36-9FE6-B5DA7BBAB0A1,2007-05-01 00:00:00.000
29523,False,Mr.,John,,Arthur,,The Gear Store,adventure-works\jillian0,john6@adventure-works.com,149-555-0113,AJwPH2IQhCHW77xtUnJh0G0EXqA11PsPLRRuSQK+K9U=,ZXH0EUg=,7D7D6D52-79E3-4CE4-9F68-2D8B6BF4854D,2005-08-01 00:00:00.000
29524,False,Mr.,Chris,,Ashton,,Immense Manufacturing Company,adventure-works\jillian0,chris3@adventure-works.com,556-555-0145,wGKQ72A4aSsDe2tQKUY1T1o0i/AO69PqKcMSFIponoQ=,3VRtZxg=,7901EC05-A4C0-49E4-AC89-9118B3B5EC8B,2007-08-01 00:00:00.000
29525,False,Ms.,Teresa,,Atkinson,,Extended Bike Sales,adventure-works\linda3,teresa0@adventure-works.com,129-555-0110,t+VbX7JvYz3GISo+HPpubYQr00RQKJLNqOx1dQdMKCc=,bwG1Wck=,AD907F95-DD96-4D69-A8D0-C72F64203CCA,2005-09-01 00:00:00.000
29530,False,Mr.,Daniel,,Blanco,,Nice Bikes,adventure-works\garrett1,daniel0@adventure-works.com,221-555-0167,bnDkCXU7YCA05COiVJst0pMlaJtfAK0H8pgniBfLooM=,oOIbGSo=,EA3D7FC9-B1D0-4D83-8B1D-F47CCA131B0B,2006-09-01 00:00:00.000
29539,False,Mr.,Josh,,Barnhill,,Gasless Cycle Shop,adventure-works\garrett1,josh0@adventure-works.com,584-555-0192,bskaXdzyt3OUpHetBO/IcD+SDhG5EyMDjtlYBlgd5JM=,m3KdhOo=,69DF26EC-38FB-4588-AE26-5987EDCCABF2,2005-08-01 00:00:00.000
29544,False,Mr.,Shaun,,Beasley,,Finer Cycle Shop,adventure-works\garrett1,shaun0@adventure-works.com,396-555-0187,zrx5RFbPSu5mxzlRdxbDIH2wSdDS9S9OvSavFh1QHUA=,XjtM78E=,A9A96153-F3F1-4049-872E-592B6E674BC3,2006-08-01 00:00:00.000
29548,False,Ms.,Ann,,Beebe,,First-Rate Outlet,adventure-works\garrett1,ann0@adventure-works.com,277-555-0169,l3pyVEyTaWqsF1xRfSXtR2CgCOfOXQCSumdlzqMKLxQ=,BX3pcB8=,00CFDBC0-CDD2-4436-B0AE-DD248F4E4371,2005-08-01 00:00:00.000
29560,False,Mr.,Matthias,,Berndt,,Number 1 Supply,adventure-works\shu0,matthias1@adventure-works.com,384-555-0169,PGmZaBbqtByrVs9jYLcigdjJ5O29jcKmsdbRwANU3WQ=,6Mzfp8w=,ADD0CC30-6294-45CF-87FB-8E27833FB38C,2006-08-01 00:00:00.000
29565,False,Mr.,Jimmy,,Bischoff,,World Bike Discount Store,adventure-works\linda3,jimmy1@adventure-works.com,992-555-0111,lbduPisVeIU+cP9cYQejSE4m0OPZJifKl9/E7GrrAyo=,BJUetfg=,271B27D9-E905-4FCE-BD85-C9C4184E3E9E,2005-07-01 00:00:00.000
29573,False,Sr.,Luis,,Bonifaz,,Economy Bikes Company,adventure-works\linda3,luis0@adventure-works.com,688-555-0113,fOnF7T/vMnI6uJzH1IxN9lcM8z31odelgSIW9Vu8sD4=,dz8Ej6A=,473731FF-4260-43FD-9BAE-DECEE582420E,2006-09-01 00:00:00.000
29574,False,Mr.,Randall,,Boseman,,Third Bike Store,adventure-works\jillian0,randall0@adventure-works.com,383-555-0117,UsXZ9ElCaZBo0YED9A2khFNGjNK+8yHdxnraI+OHsZ8=,oMeb83g=,B4A76396-2351-4B5B-8FEE-18F97D6FE030,2006-09-01 00:00:00.000
29576,False,Mr.,Eli,,Bowen,,Bikes for Two,adventure-works\josé1,eli0@adventure-works.com,371-555-0143,lQBr+SJMfQdHmj/GHgx+x1PKMKtwLGbiInwVTo+4Qfo=,7P8PxcQ=,19E3AD5C-CAA8-41F6-9781-D56C651B4133,2006-09-01 00:00:00.000
29580,False,Mr.,Richard,,Bready,,Latest Sports Equipment,adventure-works\david8,richard1@adventure-works.com,340-555-0131,kOabrc0OqOISR4N3D3FZkOh3yAKQCF/ozSx7G00Kpt0=,jpRF8lY=,041C42B9-857B-4B3F-B314-3BF29999AD48,2005-07-01 00:00:00.000
29582,False,Mr.,Ted,,Bremer,,Raw Materials Inc,adventure-works\pamela0,ted0@adventure-works.com,962-555-0166,mBQHYK00pq9+tDgH7TR6fPrrYQ2drX7/VuuHgkUSOiQ=,MxiyX14=,3EA30AEA-3C37-4450-A3AD-97EA44B21FF6,2005-08-01 00:00:00.000
29583,False,Mr.,Alan,,Brewer,,Lots of Bikes Storehouse,adventure-works\jillian0,alan1@adventure-works.com,494-555-0134,t9ecYoVIOcEiyXvl+noHoCymcRlJij1fzZzXfKeZ/R0=,6ZoXk8E=,63797367-055A-48FC-97C0-2C4D8573585E,2005-11-01 00:00:00.000
29590,False,Mr.,Jo,,Brown,,Metro Bike Works,adventure-works\michael9,jo2@adventure-works.com,689-555-0130,KZaaqy2YCpxZaXM7rzYJyuNkw9w+wWoUaL5P6Jdyzpk=,T2lZOPo=,7E529A97-2B5C-4339-883F-3ECCFB85E411,2006-08-01 00:00:00.000
29591,False,Mr.,Robert,,Brown,,Best o' Bikes,adventure-works\jillian0,robert5@adventure-works.com,575-555-0189,WdS3xcgtqW4nnV7dyZ17PmiMPZ5vKs5whm3ANBVQ1sQ=,mQK+bIw=,74AA6608-703F-4F37-A447-BBF9879C0D4F,2007-07-01 00:00:00.000
29598,False,Mr.,Michael,,Brundage,,Mechanical Products Ltd.,adventure-works\shu0,michael13@adventure-works.com,128-555-0148,Ioh5Ss2cXrUAI8DZcSkQ/z92aEmHE0Wxqc6MdggjJQE=,MjQeaAE=,5411839C-DAA1-4827-A995-1856C8217DE2,2006-08-01 00:00:00.000
29603,False,Sra.,Janaina Barreiro Gambaro,,Bueno,,Courteous Bicycle Specialists,adventure-works\josé1,janainabarreirogambaro0@adventure-works.com,476-555-0184,VC5UG8CPRifGAgItWSWIpplMzshRj9HJwWt6KBvEFk0=,aNoO9K0=,C8099813-1F08-41C6-8567-025CAB01F0FA,2007-09-01 00:00:00.000
29614,False,Mr.,Ryan,,Calafato,,Retail Mall,adventure-works\josé1,ryan1@adventure-works.com,726-555-0155,7zHYCWMhkitUJXggqG0dMfCqyK0FBDp/XwCeyPYWZ1A=,DBuWFZ4=,1722BE43-305B-4275-8863-F6D54343F12A,2005-07-01 00:00:00.000
29618,False,Sr.,Gustavo,,Camargo,,Uttermost Bike Shop,adventure-works\jae0,gustavo1@adventure-works.com,1 (11) 500 555-0118,+hCthjbuE+VctSZXuurfmfusjXPrneMHQFQLVjTsnuE=,fS7eEaQ=,89BE0FA2-162C-400D-9D8B-F2E557242088,2006-08-01 00:00:00.000
29623,False,Mr.,Chris,,Cannon,,Outdoor Sporting Goods,adventure-works\shu0,chris5@adventure-works.com,118-555-0131,RKimtgGoqQN8dj2KGy7mvo2DrpTK0yOpF9e6sgxyOTU=,LQWSses=,E9B77812-22B3-427A-8A5A-EA8275ED7B21,2007-07-01 00:00:00.000
29635,False,Mr.,Rob,,Caron,,Responsible Bike Dealers,adventure-works\jillian0,rob2@adventure-works.com,620-555-0117,yaVIQNTOMlDFxsn08drJdHoPTkydd5XKkeBgAPyVGbk=,v43cndI=,77FDC952-805B-4997-8363-EDE49A55D31F,2006-09-01 00:00:00.000
29636,False,Mr.,Andy,,Carothers,,Western Bike Supplies,adventure-works\shu0,andy1@adventure-works.com,944-555-0148,Q0MU0NsjDAbnQSqMBkP9Sm4G43DKXcirOnAKlzYSYnI=,DZ8e0Xk=,625F2B1D-2F34-4020-88B8-032310645B2E,2006-07-01 00:00:00.000
29645,False,Mr.,Andrew,,Cencini,,Sports Merchandise,adventure-works\pamela0,andrew2@adventure-works.com,644-555-0111,Eo1pvctUvdkRpUgGHwOfILlh5uZiYuLv+eBXLj1viR8=,LCi+QgQ=,0AB26819-705B-44AD-8B7D-514BE2632220,2007-09-01 00:00:00.000
29653,False,Mr.,Pei,,Chow,,Thrilling Bike Tours,adventure-works\linda3,pei0@adventure-works.com,789-555-0184,UVTWGfYZBU+ZmXLqhvqZFDwYXdtX14O87KHOHN36XDc=,pI/k4Qw=,16FFB394-535A-428D-AA61-96863A7AC191,2007-09-01 00:00:00.000
29654,False,Mr.,Yao-Qiang,,Cheng,,This Area Sporting Goods,adventure-works\jillian0,yao-qiang0@adventure-works.com,344-555-0181,3LD/Jab7lP6gIPvK5EdTnwhHBo+dxs3y9GbIgmN6E8Q=,BG6Ps64=,F92CE3CA-13DD-4E50-B882-8CA0CC320DCB,2006-07-01 00:00:00.000
29660,False,Mr.,Anthony,,Chor,,Extreme Riding Supplies,adventure-works\linda3,anthony0@adventure-works.com,429-555-0145,8C7859RNaDWPJkDaaxgaJaZPSf7ikFyFa//RYOz0aPo=,tAAs8Fk=,E24193F1-F5DF-481E-AC1A-BAB86BD72C54,2007-09-01 00:00:00.000
29663,False,Ms.,Alice,,Clark,,Local Hardware Factory,adventure-works\jillian0,alice1@adventure-works.com,221-555-0141,ZZhnNULC5d/7tZv0hUtCl4jKwgyZql8aSrIzlTaTvg0=,hGHOthw=,E7DA5DB3-117A-49F9-A4C7-4D24D1FB75BF,2006-09-01 00:00:00.000
29666,False,Ms.,Jane,,Clayton,,South Bike Company,adventure-works\garrett1,jane1@adventure-works.com,206-555-0195,o02Imw+gyZX9J1yiTBKYD4M5XlerPqz3usX+v3CsDHA=,PZCGT2g=,D59815EC-776C-403F-AB1F-90712BBAD966,2007-08-01 00:00:00.000
29671,False,Mr.,Pat,,Coleman,,Machines & Cycles Store,adventure-works\garrett1,pat2@adventure-works.com,292-555-0128,61UcbVZnGT5eqxs0oFMv4JyipeaQCUZgUZkPgtVNBDo=,7+I+4k4=,1D66E73C-E136-417F-AF0B-AC224D8A7AA3,2007-07-01 00:00:00.000
29682,False,Mr.,Scott,,Cooper,,Vehicle Shop,adventure-works\shu0,scott2@adventure-works.com,773-555-0182,BEePqLIHwU7zsFCJQcHQ8OGm8nkvUlj8YPFAT/teYOc=,+v0uddA=,6E0D2D51-9957-4449-A625-2F1493A0419E,2005-10-01 00:00:00.000
29683,False,Ms.,Eva,,Corets,,First Department Stores,adventure-works\david8,eva0@adventure-works.com,542-555-0164,vcqabvDo1Fnle8WElVwwEwNwCGZKfSJvDCUVyps/SuQ=,gF7bPbY=,F5594FBF-D2E8-4D1D-A522-A5F003470401,2006-07-01 00:00:00.000
29686,False,Mr.,Jack,,Creasey,,Distinctive Store,adventure-works\shu0,jack2@adventure-works.com,539-555-0182,ao0Wb4hq67DVVcZYX2vO/mOgiZoTtJMBJzi4/wt8mrE=,7wlaV4Y=,6F023446-D4C3-43EB-9AD2-1DCE20948111,2005-09-01 00:00:00.000
29688,False,Mr.,Grant,,Culbertson,,Handy Bike Services,adventure-works\michael9,grant1@adventure-works.com,859-555-0173,nkkvhNgGMBN5JS2w3ewyvV4KCwrTMYC4+yoS/4hIUok=,fqDHYeo=,D60AE47B-4A9F-44B5-A7AE-3D1091040242,2005-08-01 00:00:00.000
29689,False,Mr.,Scott,,Culp,,Friendly Bike Shop,adventure-works\david8,scott3@adventure-works.com,119-555-0167,Xf7AJHcry+LouddJR3dIGHjo8du8EO+214E81gPafj0=,rXx8clQ=,AFD514C0-D0B3-4DFE-A637-BA1622FAE8A1,2006-07-01 00:00:00.000
29690,False,Mr.,Conor,,Cunningham,,Fashionable Bikes and Accessories,adventure-works\shu0,conor0@adventure-works.com,115-555-0113,/yVQQacXlcqZVH6x20kKCxCJ+sP4EjmPQXwwwInfNH0=,vJ/AcXo=,BFADDEE5-D70C-4325-9C87-34D99C449391,2005-09-01 00:00:00.000
29692,False,Mr.,Thierry,,D'Hers,,Citywide Service and Repair,adventure-works\josé1,thierry1@adventure-works.com,680-555-0192,i+ukExAQLOnEpQFQLme/QYR8w6kME+/MdykXoSxwgFI=,FooiQMs=,F5589EF1-277F-449E-A042-71571B86449A,2006-07-01 00:00:00.000
29696,False,Sr.,Alvaro,,De Matos Miranda Filho,,Principal Bike Company,adventure-works\shu0,alvaro0@adventure-works.com,551-555-0155,BrhebOErAX2tbZ1LZxAb8hwE96ZdIjikETxIsIKfpLw=,v5pJpw0=,C7CBB299-403E-4C27-BAC7-AB690CB7891A,2006-09-01 00:00:00.000
29702,False,Ms.,Aidan,,Delaney,,Paint Supply,adventure-works\jillian0,aidan0@adventure-works.com,358-555-0188,6lcVqEc4gGgfW6DsOks/KuDIWIP5qFsrc8sXtmcwj6E=,DKu7/UM=,0836CDF2-523B-40C5-A491-F9E5D3736333,2005-09-01 00:00:00.000
29703,False,Mr.,Stefan,,Delmarco,,Preferred Bikes,adventure-works\linda3,stefan0@adventure-works.com,819-555-0186,9rOycZRxDntXWB8Y/285x4HS6G2ATNOzhqIhF+oBGqc=,BsI2IB4=,5A341978-F3D1-4812-BF75-EB00CA9682E3,2005-08-01 00:00:00.000
29708,False,Mr.,Prashanth,,Desai,,Stationary Bikes and Stands,adventure-works\jillian0,prashanth0@adventure-works.com,138-555-0156,AT0SeSL9gTlDL0/MHFMEy5GrEjR12DBF5ag/cyHZpJY=,l32Vf08=,633E70BB-508F-45A9-9E1B-94AFD9513A01,2005-09-01 00:00:00.000
29710,False,Ms.,Brenda,,Diaz,,Downtown Hotel,adventure-works\shu0,brenda2@adventure-works.com,147-555-0192,84meSWqxRT9guwZSihzP3MYe7UV2VaMLBldOf8pTy5A=,lsd099Q=,A37A4F71-12A9-4055-BCA8-C18B79098AF1,2005-09-01 00:00:00.000
29711,False,Ms.,Gabriele,,Dickmann,,Certified Sports Supply,adventure-works\josé1,gabriele0@adventure-works.com,835-555-0116,6eApe0lB1ZkvyJB3Uo3LaYGV8sm2/NE9fUHXM7a0RYU=,M8SoIWU=,B34DF238-E77E-4832-8184-487F0321F98F,2005-09-01 00:00:00.000
29713,False,Mr.,Dick,,Dievendorff,,Rampart Amusement Company,adventure-works\jae0,dick1@adventure-works.com,1 (11) 500 555-0193,dI9bbaCIElCUwy2PYLUYLNIrdM9yCcuTmHspqw8Wsxc=,FihOX8w=,31D75DE8-5F8D-4513-AB55-4269D29BAFFD,2007-08-01 00:00:00.000
29716,False,Mr.,Blaine,,Dockter,,Farthermost Bike Shop,adventure-works\shu0,blaine0@adventure-works.com,156-555-0187,9E6RJtJrsu2iqMbyKMJRaVfPipCW5XObegb3KE3K85M=,hiSI26I=,803D1CD3-8C99-48F1-945B-85EDBE393AF8,2005-08-01 00:00:00.000
29719,False,Ms.,Patricia,,Doyle,,Racing Bike Outlet,adventure-works\david8,patricia0@adventure-works.com,899-555-0134,oNLvRmGCzEz1jsW8aIhOPt/9GVbikzcIYiqMuMKtrYw=,ZeNva8s=,D839E525-0420-4FF9-858F-8226EABE8C70,2006-11-01 00:00:00.000
29722,False,Mr.,Reuben,,D'sa,,Vigorous Exercise Company,adventure-works\josé1,reuben1@adventure-works.com,916-555-0137,EVeayvYSlWRfySd2RBGRSr93ST2Me+VDyAoD44WBrrg=,jj5f+ZA=,68396E18-907F-4CD5-A5F8-84D7969DAC11,2005-09-01 00:00:00.000
29727,False,Mr.,Bart,,Duncan,,Stock Parts and Supplies,adventure-works\david8,bart0@adventure-works.com,539-555-0121,NJJTfbDws96bPa7Giz9Mmq+M0NSYcjlcfwpjsUnYWdE=,MPxWTOU=,CA138A8B-0D82-45B4-92E2-4DE3A3FDC2F6,2007-08-01 00:00:00.000
29728,False,Mr.,Maciej,,Dusza,,Roadway Supplies,adventure-works\shu0,maciej1@adventure-works.com,962-555-0144,v404bp5zCcIyJO+s50eW4MbBxBjjkDQJe5ee5fvwBKI=,pDYvCjw=,E7FB711F-AC12-408A-A6F1-8AF3428DDACB,2005-11-01 00:00:00.000
29736,False,Mr.,Terry,,Eminhizer,,Action Bicycle Specialists,adventure-works\jae0,terry1@adventure-works.com,1 (11) 500 555-0176,y8RaWYkfTrcpFEipLXAyKC2pL8AJgQhpW2mOmZ8sqF4=,vx5Ko/Q=,2252470B-71F6-4077-A744-613525A2DF0D,2007-09-01 00:00:00.000
29737,False,Mr.,John,,Emory,,Roadway Bike Emporium,adventure-works\pamela0,john16@adventure-works.com,691-555-0149,EXyX+Acbgfz6Y4iZ9KNW4TsmchGMdgjtJqmn+Xu2Mws=,/4/gh8A=,31F1935F-6C9A-43D7-8308-4EE7CD05AC56,2007-07-01 00:00:00.000
29738,False,Ms.,Gail,,Erickson,,Sleek Bikes ,adventure-works\jillian0,gail1@adventure-works.com,834-555-0132,yV4p9H28cp19QO/bcSjLxZFYAs22W5SR9HnmTXUEWkM=,qUowBt4=,45670EE4-0A61-4029-BB82-CBF857D17C3F,2007-09-01 00:00:00.000
29741,False,Sra.,Janeth,,Esteves,,Central Bicycle Specialists,adventure-works\jae0,janeth1@adventure-works.com,1 (11) 500 555-0136,X1Y5qQtF/cCa0JcWV87/0KfmpSje5R9/RdWM+fyB7Go=,+iF/Sqs=,7D8C6B41-4D65-4F2C-AB91-5FCE276B5BF5,2007-09-01 00:00:00.000
29744,False,Mr.,John,,Evans,,Real Sporting Goods,adventure-works\shu0,john17@adventure-works.com,581-555-0172,zI7V47DGDDCr+5PUQzccWY8u8MazpHxzT0wB13+8m50=,Pz84Lbs=,05B8AF66-8AB7-4DEB-9A8B-55F5BE12E0CF,2006-07-01 00:00:00.000
29747,False,Ms.,Carolyn,,Farino,,The Bike Shop,adventure-works\david8,carolyn0@adventure-works.com,957-555-0125,jnz8GF/glxwiqqdUVHkoV+53Mp1HOnFR/azWzJ80Ktc=,qwoGYjU=,6DA910EF-E6F8-438D-AB3C-82725C41BC6D,2005-07-01 00:00:00.000
29753,False,Ms.,Kathie,,Flood,,Coho Sports,adventure-works\david8,kathie1@adventure-works.com,627-555-0192,UA0N5pHkC4DZZ4xHgqJohcC+5L3JnoaegTulnb1lrhA=,WGizZm8=,F9FEE375-1E4C-433F-BA88-6289A7572081,2006-08-01 00:00:00.000
29755,False,Ms.,Kelly,,Focht,,Quick Delivery Service,adventure-works\garrett1,kelly0@adventure-works.com,272-555-0123,xU8UixWEoFZ9PDzLfFA3AiuIaKPV9Z2ALf/Kbpu51Zo=,E7joL4U=,470125B0-0659-4794-A945-6F726920C983,2005-09-01 00:00:00.000
29757,False,Mr.,Garth,,Fort,,Basic Sports Equipment,adventure-works\linda3,garth0@adventure-works.com,768-555-0125,M2NMXJ5k9IJ7AKmryPzUhZqIMVsjJHs5P2voDCVEbsc=,sQuHPto=,F90748FF-6A57-4A62-80D9-BDB134E1408D,2005-08-01 00:00:00.000
29763,False,Mr.,Mihail,,Frintu,,Retail Cycle Shop,adventure-works\linda3,mihail1@adventure-works.com,777-555-0163,0drckP/Xt0FMU29UWCYFp/wxtTBNd5PxmzaxMM5VKYc=,hxyAApA=,4611605F-4D45-4DD1-80FD-B418FE4AF0BA,2006-09-01 00:00:00.000
29764,False,Mr.,John,,Ford,,Social Activities Club,adventure-works\jillian0,john19@adventure-works.com,596-555-0153,Uu7MYSoXZONPT3nnOss6MamCI0JtQpdQ0lHxfbTXg2s=,MFN+Ar8=,9EABC427-1257-4628-8BEB-88A9990A601C,2005-08-01 00:00:00.000
29766,False,Mr.,Bob,,Gage,,General Riding Supplies,adventure-works\garrett1,bob1@adventure-works.com,962-555-0175,SeCchhGjoFaNiCwjURJ30XSE9lKCbSxUL9tDtRrg1FU=,hZbeVTs=,9EFB3752-7F40-4E64-B9E2-383A6DF6AEFA,2007-02-01 00:00:00.000
29768,False,Mr.,Michael,,Galos,,Riding Excursions,adventure-works\linda3,michael15@adventure-works.com,912-555-0149,Wwwn13Huxc1/wSvPmlYH5pXoqz1XUDSzAdavDQcyTKk=,x+UpoXE=,C5614F21-602E-49E6-9021-B405BE529B46,2006-01-01 00:00:00.000
29769,False,Mr.,Jon,,Ganio,,Unique Bikes,adventure-works\jillian0,jon0@adventure-works.com,672-555-0112,bWjEPINRmvLEbxP7M/s7AJTqpJenlAkq34rNVCEXqpc=,+Yo0P+0=,8C81DD5F-EA36-47B0-A5F1-7583BC5DABC2,2005-09-01 00:00:00.000
29774,False,Mr.,Darren,,Gehring,,Journey Sporting Goods,adventure-works\jillian0,darren0@adventure-works.com,417-555-0182,kqptixZ7LqTuOKcc7ylpabWrgWr5BDXa2fpkDxEwaCY=,Xe7grug=,244B87FF-CD2F-4993-913E-685BFC4ADD83,2005-08-01 00:00:00.000
29775,False,Mr.,Jim,,Geist,,Two Bike Shops,adventure-works\pamela0,jim1@adventure-works.com,724-555-0161,cvqeC4fJcKwJ9jlluiWvK5/MyuSi8neLnjFDGdvzJy4=,ot8WcXk=,A305BDD1-9295-4F69-9D6F-44DF37B99E21,2006-09-01 00:00:00.000
29778,False,Mr.,Leo,,Giakoumakis,,Number One Bike Co.,adventure-works\jae0,leo0@adventure-works.com,1 (11) 500 555-0169,x78xcW0FvKo3V2RvMGf37bcWhb50vMZ22IuaZcu+qmM=,abrUsFg=,6ACC4810-DDDF-4202-9DAA-8261B2FFE2C6,2006-07-01 00:00:00.000
29781,False,Mr.,Guy,,Gilbert,,The Bicycle Accessories Company,adventure-works\shu0,guy0@adventure-works.com,583-555-0198,YMhZzdS3NtxXPsz/PPksfdYWIvhuoemim9KoDsx20cg=,rQoQs38=,68835187-35C9-4C57-A0CF-CB9EB2E713D7,2006-09-01 00:00:00.000
29787,False,Mr.,Scott,,Gode,,Year-Round Sports,adventure-works\david8,scott4@adventure-works.com,164-555-0145,GkzDDuB6pTaET7MyM3Kpgh+sP0JyO6EvZnbS4ep3kEg=,3CEircg=,1A5A9944-00ED-40B0-8193-1CC44ECC390A,2005-08-01 00:00:00.000
29788,False,Mr.,Mete,,Goktepe,,The New Bike Store,adventure-works\linda3,mete0@adventure-works.com,637-555-0120,cIKsu790VaU1891IzLoO2agtT2vvaOXkL3puAV90Zro=,7erbA0k=,32D1FAB8-B86B-4C09-8140-E169AF24850C,2005-12-01 00:00:00.000
29793,False,Mr.,Michael,,Graff,,Commercial Sporting Goods,adventure-works\shu0,michael16@adventure-works.com,132-555-0150,NRM1BXnt0/4EDaPuM5qday+BOZANEisKCyGGQqJxXpY=,ewV5lII=,07BEBA09-2CEB-434B-A9A5-EB864C0E88D2,2006-09-01 00:00:00.000
29794,False,Mr.,Derek,,Graham,,Wholesale Parts,adventure-works\josé1,derek0@adventure-works.com,674-555-0187,FJJVccEFyVV8NubSxOFblRtnKqQD221f9AT9xxYTOUA=,8ju6sOA=,672D41A8-2F15-474A-AD2F-934E2BDA6A4B,2005-08-01 00:00:00.000
29796,False,Mr.,Jon,,Grande,,Riding Cycles,adventure-works\jae0,jon1@adventure-works.com,1 (11) 500 555-0114,26rwIeR9oyfo+P6lodeASP/MAC2/tdKFbmFVC5uBRmA=,83inWt0=,A580DD97-441A-4CF8-9D9E-7E1EBE6CEC43,2007-09-01 00:00:00.000
29799,False,Mr.,Douglas,,Groncki,,Locks Company,adventure-works\shu0,douglas2@adventure-works.com,385-555-0140,J9nhrWh6kpc/dGBkN7HRxrrbquy1Rit9UMPv9rbYjBs=,KiAAI5M=,93813C3C-DDBD-4CEA-814D-2AEAE1483709,2007-09-01 00:00:00.000
29800,False,Mr.,Brian,,Groth,,Latest Accessories Sales,adventure-works\david8,brian5@adventure-works.com,461-555-0118,tbk7TwAC5jsqEhFRRIhnL9kPBoTy3XS+EjlReKVp5mw=,hpOsvJU=,F9C425CC-9DC8-468C-AC9D-6D7170C46CAC,2006-08-01 00:00:00.000
29807,False,Mr.,Bryan,,Hamilton,,Cross-Country Riding Supplies,adventure-works\josé1,bryan2@adventure-works.com,344-555-0144,ftRWIIT4oF+if+ddn1ROYXHw6PAooKFX3uALZ0uEU98=,IRNPDIw=,0F507872-3457-4BCC-B201-FA56CB4EAC34,2005-08-01 00:00:00.000
29809,False,Mr.,Kerim,,Hanif,,Bike World,adventure-works\shu0,kerim0@adventure-works.com,216-555-0122,d0WSjosAd7Y3XOWjNAkoTClCb50vwPuAawOSI1iosgs=,33g5co8=,D1453537-6387-4312-B6A9-6FF3688B074A,2006-09-01 00:00:00.000
29813,False,Ms.,Katherine,,Harding,,Sharp Bikes,adventure-works\josé1,katherine0@adventure-works.com,926-555-0159,uRlorVzDGNJIX9I+ehTlRK+liT4UKRgWhApJgUMC2d4=,jpHKbqE=,7FDA6311-55EB-4F2B-ADEB-050332BFAC56,2005-08-01 00:00:00.000
29815,False,Mr.,Lucy,,Harrington,,Metropolitan Sports Supply,adventure-works\shu0,lucy0@adventure-works.com,828-555-0186,KJqV15wsX3PG8TS5GSddp6LFFVdd3CoRftZM/tP0+R4=,cNFKU4w=,83810B74-5BAD-481C-9035-12CD5124F5D5,2006-09-01 00:00:00.000
29816,False,Mr.,Keith,,Harris,,Progressive Sports,adventure-works\david8,keith0@adventure-works.com,170-555-0127,YPdtRdvqeAhj6wyxEsFdshBDNXxkCXn+CRgbvJItknw=,fs1ZGhY=,E10291DA-B850-451C-9A22-DD4E1DBA22CC,2006-08-01 00:00:00.000
29818,False,Mr.,Roger,,Harui,,Brakes and Gears,adventure-works\linda3,roger0@adventure-works.com,774-555-0133,tkI9EcizphWPzkz7kDwsd2AnKnZJi3/6+V5/fIuXPpo=,sQMfTfM=,A57036D7-1E64-41DF-9FF5-DA7340A9EAC5,2005-08-01 00:00:00.000
29826,False,Mr.,John,,Hanson,,Countryside Company,adventure-works\linda3,john20@adventure-works.com,107-555-0117,2stwPzsfBnHlWJSw7+jrEjtXjaoxVkBMOVsluOUNpog=,zNDLlSI=,2C442176-E8EA-4613-A237-308E90E8A387,2006-10-01 00:00:00.000
29830,False,Mr.,Kari,,Hensien,,General Department Stores,adventure-works\garrett1,kari0@adventure-works.com,143-555-0129,9q51LeEZWFDB+L+DtlRs239EjYmK9mN+eUjUvqLToLw=,niDlQYk=,6BB1B29F-7821-4344-AD8F-6D0EA72FF6E4,2005-08-01 00:00:00.000
